borrower_income,credit_score,naics_code,equipment_type,loan_amount,down_payment,term_months,dealer_state,ltv,prior_defaults,bankruptcy_history,risk_flags,approved,loss_rate
81119.99,747.0,1151,Loader,193991.25,20853.2,59,IL,0.9029,0,0,low_down_payment,1,0.0526
115851.29,670.0,1112,Tractor,163983.82,78990.77,68,MN,0.6749,0,0,,1,0.0276
54852.47,631.0,3331,Tractor,87537.68,19344.32,53,IN,0.819,0,0,low_income;low_credit,1,0.1492
101435.82,674.0,1112,Sprayer,120711.38,44762.49,64,KS,0.7295,0,0,,1,0.0297
179039.97,739.0,4238,Combine,151803.17,47803.52,36,IA,0.7605,0,0,,1,0.0162
61985.28,689.0,1112,Harvester,184296.66,71182.78,49,ND,0.7214,0,0,,1,0.037
48692.37,691.0,1152,Harvester,264498.23,8254.56,71,IA,0.9697,0,0,high_ltv;low_down_payment;low_income,0,0.1582
30000.0,666.0,1151,Tractor,199488.19,106381.87,75,IA,0.6522,0,0,low_income;long_term,1,0.1243
184240.61,792.0,1111,Loader,221965.62,64080.31,59,NE,0.776,0,0,,1,0.0244
117591.91,826.0,4238,Harvester,105497.19,17139.71,58,SD,0.8602,0,0,,1,0.0324
30000.0,596.0,1121,Loader,40931.19,7803.74,37,WI,0.8399,0,0,low_income;low_credit,0,0.2194
68797.6,631.0,1152,Combine,44228.8,13194.85,74,NE,0.7702,0,0,low_credit;long_term,1,0.1299
198167.94,653.0,1119,Tractor,80211.58,10387.37,78,WI,0.8853,0,0,long_term,1,0.0899
93358.82,687.0,1112,Baler,100468.06,48974.64,53,IA,0.6723,0,0,,1,0.0161
200416.66,660.0,1112,Loader,140030.65,41818.8,61,NE,0.77,0,0,,1,0.0414
64736.07,725.0,1121,Tractor,105505.3,18439.35,45,SD,0.8512,0,0,,1,0.0498
101837.31,608.0,1121,Harvester,54219.16,14737.05,64,IL,0.7863,0,0,low_credit,1,0.105
153767.89,632.0,1112,Tractor,253845.96,79168.51,60,MO,0.7623,0,0,low_credit,1,0.068
75823.87,782.0,3331,Planter,220114.12,21667.6,60,ND,0.9104,0,0,low_down_payment,1,0.062
100709.35,683.0,1152,Sprayer,66409.2,32895.53,67,ND,0.6687,0,0,,1,0.0212
160896.24,671.0,3331,Harvester,161752.54,15861.79,49,KS,0.9107,0,0,low_down_payment,1,0.052
140262.23,763.0,1112,Skid Steer,196554.85,71753.68,67,MO,0.7326,1,0,prior_default,1,0.075
104632.09,660.0,1119,Harvester,54559.05,24483.85,77,IN,0.6902,0,0,long_term,1,0.0437
116944.08,664.0,1111,Planter,142109.33,33404.36,70,IA,0.8097,0,0,,1,0.05
135272.82,693.0,1151,Tractor,288207.87,25450.33,84,NE,0.9189,0,0,low_down_payment;long_term,1,0.0684
102852.73,569.0,4238,Sprayer,95973.13,11885.51,53,ND,0.8898,1,0,low_credit;prior_default,0,0.2437
79786.47,681.0,1113,Skid Steer,265941.59,80775.16,59,MN,0.767,0,0,,1,0.0362
30000.0,683.0,1113,Loader,254902.33,59574.79,70,SD,0.8106,0,0,low_income,1,0.1382
112338.16,739.0,1151,Tractor,119285.93,37804.11,53,IL,0.7593,0,0,,1,0.021
30000.0,605.0,1121,Harvester,204814.3,41647.95,46,MO,0.831,0,0,low_income;low_credit,0,0.2156
132377.83,697.0,1121,Tractor,139524.66,50499.29,73,MN,0.7342,0,0,long_term,1,0.0289
175712.77,605.0,1152,Skid Steer,156316.88,58467.43,76,MO,0.7278,0,0,low_credit;long_term,1,0.1119
135573.11,743.0,1151,Sprayer,176506.36,53316.71,54,MN,0.768,0,0,,1,0.022
93375.58,678.0,4238,Harvester,213734.91,21955.6,52,IA,0.9068,0,0,low_down_payment,1,0.0473
30000.0,710.0,1151,Loader,105786.89,23127.99,54,IL,0.8206,0,0,low_income,1,0.1143
161344.74,767.0,1111,Harvester,198977.47,28058.13,46,IA,0.8764,0,1,bankruptcy,1,0.1084
30000.0,660.0,1121,Skid Steer,180622.65,50698.73,61,SD,0.7808,0,0,low_income,0,0.148
122242.61,780.0,1111,Sprayer,235791.07,52821.19,69,KS,0.817,0,0,,1,0.0327
161967.01,734.0,3331,Loader,217127.62,23953.32,56,IA,0.9006,0,0,low_down_payment,1,0.0401
76720.31,548.0,1121,Harvester,125125.3,37352.17,47,IA,0.7701,0,0,low_credit,0,0.1808
154688.25,653.0,1111,Sprayer,201438.83,43444.42,58,ND,0.8226,0,0,,1,0.0536
93717.65,656.0,1151,Harvester,185222.07,52477.4,52,MN,0.7792,0,0,,1,0.0407
90525.82,696.0,1151,Harvester,134166.75,26608.67,68,IA,0.8345,0,0,,1,0.0343
69617.12,690.0,1119,Loader,63244.29,14031.04,48,WI,0.8184,0,0,,1,0.0412
166870.85,663.0,1152,Skid Steer,152841.35,41574.43,57,MO,0.7862,0,0,,1,0.0396
93085.27,662.0,1151,Sprayer,108398.05,15130.27,69,NE,0.8775,0,0,,0,0.0636
194673.43,650.0,1119,Loader,330365.42,16766.95,58,SD,0.9517,0,0,high_ltv;low_down_payment,0,0.0982
92929.51,590.0,1119,Harvester,222618.6,38696.24,69,IN,0.8519,0,0,low_credit,1,0.1533
133065.43,658.0,1152,Planter,295091.46,26164.44,46,MO,0.9186,0,0,low_down_payment,1,0.063
177694.36,629.0,1152,Loader,201881.66,16131.97,59,IL,0.926,1,0,low_down_payment;low_credit;prior_default,0,0.2138
113291.49,642.0,4238,Planter,54707.85,9473.98,48,MN,0.8524,0,0,,1,0.0611
78666.72,608.0,1151,Baler,171473.13,63342.08,65,ND,0.7302,0,0,low_credit,1,0.1113
100477.1,667.0,4238,Baler,249331.83,84647.67,43,SD,0.7465,0,0,,1,0.0262
171295.1,642.0,3331,Tractor,146811.15,11138.73,77,ND,0.9295,0,0,low_down_payment;long_term,1,0.1235
104303.82,665.0,1119,Harvester,100103.82,30384.77,68,MO,0.7671,0,0,,1,0.042
183078.33,770.0,3331,Tractor,127641.51,11594.2,70,WI,0.9167,0,0,low_down_payment,1,0.0514
102854.5,782.0,1152,Baler,145342.97,71515.23,43,SD,0.6702,0,0,,1,0.0129
100733.61,617.0,1152,Tractor,231741.23,31120.09,78,MN,0.8816,0,0,low_credit;long_term,0,0.1448
30000.0,649.0,1152,Tractor,120731.77,12171.79,42,WI,0.9084,0,0,low_down_payment;low_income,0,0.1902
191440.54,666.0,1151,Harvester,179800.36,29242.8,64,MO,0.8601,0,0,,0,0.053
135195.56,660.0,1119,Baler,41081.02,12196.67,73,WI,0.7711,0,0,long_term,1,0.054
116140.06,687.0,1113,Harvester,214630.46,22274.91,53,MO,0.906,0,0,low_down_payment,0,0.0409
152660.34,700.0,1121,Planter,182147.18,105904.8,74,IL,0.6323,0,0,long_term,1,0.0202
53778.12,707.0,1121,Planter,236224.79,80274.79,60,IA,0.7464,0,0,low_income,0,0.0616
138427.23,682.0,1121,Loader,233204.49,30831.15,56,SD,0.8832,1,0,prior_default,0,0.1125
104211.23,614.0,1119,Skid Steer,128600.71,63623.9,54,IL,0.669,1,0,low_credit;prior_default,1,0.14
46726.49,770.0,1119,Tractor,78525.05,17135.82,60,MN,0.8209,0,0,low_income,1,0.0893
100301.5,749.0,1113,Planter,248056.13,90340.81,57,KS,0.733,0,0,,1,0.0203
110455.09,591.0,4238,Tractor,144270.92,31687.2,57,IA,0.8199,0,0,low_credit,1,0.1289
149733.29,627.0,1113,Baler,52549.1,11308.73,55,IN,0.8229,0,0,low_credit,1,0.0825
50837.99,628.0,1152,Baler,116984.43,20608.24,42,IN,0.8502,0,0,low_income;low_credit,0,0.1586
106765.26,688.0,4238,Skid Steer,259304.66,28145.2,84,MN,0.9021,0,0,low_down_payment;long_term,1,0.0671
94339.61,662.0,4238,Tractor,195230.46,24772.67,56,SD,0.8874,0,0,,1,0.0552
44309.6,672.0,1119,Skid Steer,110600.96,12514.5,50,IL,0.8984,0,0,low_income,1,0.1278
85299.2,645.0,4238,Combine,237605.23,99560.31,53,IN,0.7047,0,0,,1,0.043
158979.95,793.0,1151,Baler,134911.22,31831.25,69,SD,0.8091,0,0,,1,0.0319
95764.55,683.0,1121,Combine,105286.66,32615.23,55,IN,0.7635,0,0,,1,0.0251
170600.4,702.0,1152,Harvester,72595.01,20053.42,77,NE,0.7836,0,0,long_term,1,0.0363
92012.33,764.0,1119,Baler,244021.85,23109.3,37,SD,0.9135,0,0,low_down_payment,1,0.0318
50009.8,625.0,3331,Harvester,88905.31,14985.07,64,NE,0.8558,0,0,low_income;low_credit,0,0.1883
92519.1,687.0,1112,Tractor,83290.5,21733.26,68,KS,0.7931,0,0,,1,0.0314
72636.59,674.0,1112,Tractor,304614.09,37169.41,50,MN,0.8912,0,0,,1,0.0649
77696.3,663.0,1119,Baler,116559.19,7920.45,55,KS,0.9364,0,0,low_down_payment,1,0.09
159662.47,652.0,3331,Loader,68738.83,16115.67,69,MN,0.8101,1,0,prior_default,1,0.1445
96879.75,777.0,1121,Baler,164351.17,46498.32,60,SD,0.7795,0,0,,1,0.0251
110725.87,748.0,1111,Planter,236141.18,19579.29,36,ND,0.9234,0,0,low_down_payment,1,0.0324
149882.31,714.0,1151,Harvester,61491.88,15556.99,81,NE,0.7981,0,0,long_term,1,0.0404
106205.7,743.0,1151,Sprayer,198546.38,84946.93,51,SD,0.7004,0,0,,1,0.0164
101149.23,708.0,1113,Baler,185674.27,1285.13,62,KS,0.9931,0,0,high_ltv;low_down_payment,1,0.0648
63945.68,704.0,1151,Loader,176962.83,32037.5,74,MO,0.8467,0,0,long_term,0,0.0792
76414.47,731.0,1151,Loader,45377.6,6456.07,59,KS,0.8754,0,0,,1,0.049
102968.82,676.0,1111,Tractor,109139.82,8885.67,64,IA,0.9247,0,0,low_down_payment,0,0.0613
123830.22,704.0,1112,Harvester,77503.9,15762.4,66,IN,0.831,0,0,,1,0.0329
113748.26,622.0,1113,Combine,246949.56,50874.39,55,MN,0.8292,0,0,low_credit,1,0.0901
128238.64,663.0,1112,Skid Steer,203002.12,43204.09,50,IN,0.8245,0,0,,1,0.0404
217847.62,643.0,1119,Sprayer,110604.39,19808.05,53,KS,0.8481,0,0,,1,0.0636
95506.7,661.0,1112,Harvester,44449.44,15032.59,79,ND,0.7473,0,0,long_term,1,0.0535
186073.92,732.0,1119,Tractor,88626.43,20894.25,62,IL,0.8092,0,0,,1,0.0287
120195.47,686.0,1152,Skid Steer,273123.95,46960.63,69,MO,0.8533,0,0,,1,0.0396
83021.48,770.0,1113,Harvester,71754.03,12921.32,76,IL,0.8474,0,0,long_term,1,0.0528
85147.9,699.0,3331,Combine,102464.89,26754.72,62,SD,0.793,0,0,,1,0.0309
150704.8,632.0,4238,Tractor,293212.59,30505.89,51,IA,0.9058,0,0,low_down_payment;low_credit,1,0.1015
138252.57,715.0,1113,Baler,253475.76,83476.08,60,MN,0.7523,0,0,,1,0.0228
54230.52,695.0,1121,Loader,71068.71,13135.0,55,SD,0.844,0,0,low_income,0,0.0772
134283.27,681.0,1111,Loader,145896.11,18027.67,66,NE,0.89,0,0,,1,0.0466
89769.49,743.0,1151,Skid Steer,167742.82,56950.44,46,IN,0.7465,0,0,,1,0.0181
91965.1,745.0,1121,Combine,210426.56,102252.05,48,ND,0.673,0,0,,1,0.0141
82440.59,632.0,3331,Skid Steer,70460.91,23803.28,54,MN,0.7475,0,0,low_credit,1,0.0719
167614.49,628.0,1152,Tractor,63449.9,8853.37,60,NE,0.8776,0,0,low_credit,1,0.1008
188812.15,711.0,1151,Planter,185658.73,55230.0,66,NE,0.7707,0,0,,1,0.0266
93603.23,644.0,1119,Tractor,188377.56,102757.77,73,ND,0.647,1,0,long_term;prior_default,0,0.1171
174293.32,652.0,1112,Skid Steer,85137.0,14822.23,72,MO,0.8517,0,0,,1,0.0712
94878.59,672.0,1119,Harvester,152843.94,38599.52,60,IA,0.7984,0,0,,1,0.0371
85251.78,703.0,4238,Tractor,103456.62,22161.47,38,SD,0.8236,0,0,,1,0.024
105848.78,695.0,1119,Skid Steer,187486.4,84365.34,54,WI,0.6897,0,0,,1,0.0165
170876.69,731.0,1121,Sprayer,245170.88,24176.56,75,ND,0.9102,0,0,low_down_payment;long_term,1,0.0593
217231.03,665.0,1111,Skid Steer,214694.83,48787.89,83,WI,0.8148,1,0,long_term;prior_default,1,0.1521
135018.01,674.0,1112,Combine,94360.67,8384.46,60,KS,0.9184,0,0,low_down_payment,1,0.0583
166685.85,679.0,1151,Skid Steer,45365.84,13524.6,36,IN,0.7703,0,0,,1,0.0205
79632.37,663.0,1151,Planter,262618.87,80099.79,54,ND,0.7663,0,1,bankruptcy,0,0.1404
134153.74,723.0,4238,Loader,96832.71,39157.87,67,IA,0.7121,0,0,,1,0.0219
93456.35,681.0,1113,Tractor,75790.59,5904.75,50,ND,0.9277,0,0,low_down_payment,0,0.0468
41906.8,680.0,4238,Harvester,269034.05,65692.45,45,IL,0.8037,0,0,low_income,1,0.0906
145841.8,643.0,1113,Harvester,234828.01,68486.33,60,MN,0.7742,0,0,,1,0.0548
30000.0,653.0,1121,Skid Steer,133175.19,25018.72,36,MN,0.8418,0,0,low_income,0,0.1499
94734.82,644.0,1151,Skid Steer,323482.5,25954.16,56,KS,0.9257,0,0,low_down_payment,1,0.0894
39916.17,712.0,1121,Sprayer,255864.58,62586.93,56,IL,0.8035,0,0,low_income,1,0.0931
30000.0,744.0,1152,Planter,271861.5,30728.07,61,WI,0.8984,0,0,low_income,0,0.1459
100073.36,745.0,1152,Skid Steer,54476.91,5447.87,62,NE,0.9091,0,0,low_down_payment,1,0.0449
90298.83,704.0,3331,Skid Steer,207353.71,12295.96,77,IA,0.944,0,0,low_down_payment;long_term,1,0.0676
69038.53,692.0,1112,Baler,119554.39,42870.72,65,WI,0.7361,0,0,,1,0.0401
76615.27,752.0,1152,Baler,76984.93,11443.39,67,NE,0.8706,0,0,,1,0.0534
110306.07,520.0,1111,Planter,130475.01,26721.59,55,IN,0.83,0,0,low_credit,0,0.2123
48229.12,583.0,1113,Sprayer,283455.97,55459.55,46,SD,0.8364,0,0,low_income;low_credit,1,0.2123
30000.0,654.0,1113,Planter,146542.64,50129.6,59,KS,0.7451,0,0,low_income,1,0.1423
50387.87,702.0,1113,Baler,221402.2,76824.63,61,MO,0.7424,0,0,low_income,1,0.0664
30000.0,706.0,1112,Harvester,94202.69,5987.86,65,NE,0.9402,0,0,low_down_payment;low_income,1,0.1727
90733.67,649.0,1111,Baler,143103.51,66571.72,42,SD,0.6825,0,0,,1,0.0282
96184.34,631.0,1151,Combine,152415.68,12503.21,55,IA,0.9242,0,0,low_down_payment;low_credit,1,0.1115
126198.03,700.0,4238,Sprayer,126047.6,39937.95,68,WI,0.7594,0,0,,1,0.0263
83494.43,707.0,1112,Loader,198784.26,86183.24,64,MO,0.6976,0,0,,1,0.0237
161967.46,715.0,4238,Sprayer,139348.34,35120.12,36,IN,0.7987,0,0,,1,0.0187
103990.91,759.0,1113,Tractor,108301.02,22469.07,59,NE,0.8282,0,0,,1,0.0294
61236.02,620.0,1111,Combine,255937.86,79611.93,83,IN,0.7627,0,0,low_credit;long_term,0,0.1642
104381.05,625.0,1119,Sprayer,183892.5,15106.5,55,IA,0.9241,0,0,low_down_payment;low_credit,1,0.1196
97475.69,621.0,1121,Loader,75219.88,23719.03,82,IL,0.7603,0,0,low_credit;long_term,1,0.1079
74459.51,758.0,3331,Tractor,273900.43,16371.82,69,NE,0.9436,0,0,low_down_payment,0,0.0792
105202.73,702.0,1112,Sprayer,199101.65,25478.39,39,MN,0.8866,0,0,,0,0.0268
148203.19,683.0,1119,Baler,208372.81,34333.09,81,MO,0.8585,0,0,long_term,1,0.0557
125506.05,752.0,1112,Harvester,301189.27,38793.5,36,NE,0.8859,0,0,,1,0.0255
102034.59,720.0,3331,Harvester,118962.44,25835.34,53,MN,0.8216,0,0,,1,0.0263
65862.72,655.0,1112,Harvester,225665.46,33806.1,72,IN,0.8697,0,0,,1,0.1154
151623.51,652.0,1113,Tractor,217602.81,84081.71,60,WI,0.7213,0,0,,1,0.0399
92080.64,714.0,1112,Tractor,197623.1,26950.75,58,ND,0.88,0,0,,1,0.0347
69566.8,699.0,1151,Harvester,225495.22,56558.5,54,NE,0.7995,0,0,,1,0.0421
134407.56,657.0,1113,Baler,96176.91,15723.51,57,ND,0.8595,0,0,,1,0.0556
79638.84,635.0,1121,Loader,203730.03,19414.15,53,KS,0.913,0,0,low_down_payment;low_credit,0,0.122
100230.82,608.0,1112,Loader,170702.74,63034.28,44,WI,0.7303,0,0,low_credit,0,0.072
172033.71,721.0,3331,Planter,288079.7,55936.84,46,IA,0.8374,0,0,,1,0.025
85358.2,684.0,4238,Baler,76381.0,27719.3,66,IL,0.7337,0,0,,1,0.0296
143440.93,719.0,1111,Sprayer,196941.29,38030.76,44,IN,0.8381,0,0,,1,0.0243
119014.32,669.0,1121,Harvester,186520.27,40650.4,66,SD,0.8211,0,0,,1,0.0452
126560.59,763.0,1113,Harvester,54449.05,8405.73,59,IN,0.8663,0,0,,1,0.0336
152646.65,680.0,1152,Combine,219566.05,42030.44,46,IL,0.8393,0,0,,1,0.0301
96685.78,672.0,1152,Skid Steer,171303.21,33806.24,46,IL,0.8352,0,0,,1,0.0341
97772.05,663.0,3331,Combine,309360.17,18356.16,74,MO,0.944,0,0,low_down_payment;long_term,0,0.0966
65876.62,716.0,1151,Loader,234601.9,98356.81,71,WI,0.7046,0,0,,1,0.0424
121970.96,711.0,1151,Combine,258506.03,60301.85,48,MO,0.8109,0,0,,1,0.0234
126021.11,762.0,1113,Harvester,306632.35,32975.63,60,MO,0.9029,0,0,low_down_payment,1,0.0428
156849.85,661.0,1151,Harvester,87334.2,17228.49,84,WI,0.8352,0,0,long_term,1,0.0744
161538.85,700.0,1111,Skid Steer,208559.9,16920.01,57,WI,0.925,1,0,low_down_payment;prior_default,1,0.1228
122795.64,603.0,1111,Combine,232406.31,67912.4,67,WI,0.7739,0,0,low_credit,0,0.1114
112762.82,686.0,1111,Planter,186984.75,25647.41,57,KS,0.8794,0,0,,1,0.0367
97552.94,642.0,1113,Tractor,215393.7,46042.68,70,IL,0.8239,0,0,,1,0.0739
137050.41,662.0,1111,Skid Steer,140273.54,30674.23,66,NE,0.8206,0,0,,0,0.0506
38572.05,651.0,1111,Planter,108540.17,10430.72,43,SD,0.9123,0,0,low_down_payment;low_income,1,0.1739
179266.61,645.0,1119,Tractor,287729.81,43840.56,44,IA,0.8678,0,0,,0,0.0585
71568.57,726.0,4238,Combine,59132.94,9490.09,66,ND,0.8617,0,0,,1,0.0578
30000.0,625.0,1112,Sprayer,44121.5,8847.27,54,WI,0.833,0,0,low_income;low_credit,0,0.2047
30000.0,666.0,1112,Loader,293398.23,37602.39,40,IL,0.8864,0,0,low_income,0,0.1516
145417.73,645.0,1111,Baler,316680.14,16313.51,73,IL,0.951,0,0,high_ltv;low_down_payment;long_term,0,0.13
138553.29,696.0,4238,Harvester,96291.91,27522.66,58,IN,0.7777,0,0,,1,0.0242
178981.63,684.0,1112,Planter,138353.86,9740.67,63,ND,0.9342,0,0,low_down_payment,1,0.0547
35625.24,798.0,1151,Planter,313674.72,1448.56,46,MO,0.9954,0,0,high_ltv;low_down_payment;low_income,1,0.1651
108407.78,710.0,4238,Loader,80286.31,35630.05,56,NE,0.6926,0,0,,1,0.0172
56913.81,697.0,1152,Baler,176199.56,49445.39,60,IN,0.7809,0,0,low_income,1,0.0639
88453.52,693.0,1119,Baler,227788.94,47584.26,52,IL,0.8272,0,0,,1,0.0275
124166.5,699.0,1152,Loader,281632.53,22634.16,64,IN,0.9256,0,0,low_down_payment,1,0.0487
109459.19,641.0,4238,Sprayer,50106.72,1596.16,57,IN,0.9691,0,0,high_ltv;low_down_payment,1,0.1132
131456.31,748.0,3331,Tractor,127867.51,47866.06,78,MN,0.7276,0,0,long_term,1,0.0303
132651.14,737.0,1112,Combine,261753.22,30896.82,70,IA,0.8944,0,0,,1,0.0432
31775.65,678.0,3331,Harvester,184339.53,60604.78,43,MO,0.7526,0,0,low_income,0,0.0961
81505.03,705.0,1121,Combine,245239.64,3629.04,36,NE,0.9854,0,0,high_ltv;low_down_payment,1,0.0548
90795.58,691.0,1111,Planter,127454.72,36882.45,52,NE,0.7756,0,0,,1,0.0219
62080.17,755.0,1151,Loader,97425.33,23672.23,66,ND,0.8045,0,0,,1,0.0602
136883.58,609.0,3331,Sprayer,71954.87,32400.7,62,KS,0.6895,0,0,low_credit,1,0.0777
72020.88,631.0,1151,Tractor,108067.52,65789.77,74,ND,0.6216,0,0,low_credit;long_term,1,0.0843
159675.18,830.0,1112,Baler,142602.71,24733.17,68,ND,0.8522,1,0,prior_default,1,0.106
185010.72,754.0,4238,Tractor,106523.73,23179.81,58,MN,0.8213,0,0,,1,0.0283
67895.04,679.0,1152,Planter,248539.93,0.0,68,MO,1.0,1,0,high_ltv;low_down_payment;prior_default,0,0.2275
44145.01,727.0,1121,Baler,295596.69,29620.36,63,NE,0.9089,0,0,low_down_payment;low_income,0,0.1302
143704.03,647.0,1112,Combine,184524.41,73783.04,50,IN,0.7144,0,0,,1,0.0366
135425.49,710.0,3331,Harvester,229522.04,24383.58,78,MO,0.904,0,0,low_down_payment;long_term,1,0.0605
94031.25,709.0,4238,Sprayer,165241.68,35509.07,67,IL,0.8231,0,0,,1,0.0325
96284.06,589.0,1119,Harvester,185044.06,20220.83,60,KS,0.9015,0,0,low_down_payment;low_credit,0,0.169
103580.75,623.0,1121,Loader,252672.95,91653.24,43,MN,0.7338,0,0,low_credit,1,0.0582
49299.17,647.0,1113,Tractor,186609.93,52271.25,58,SD,0.7812,0,0,low_income,0,0.1246
50397.15,782.0,1113,Harvester,80865.41,16561.59,47,MN,0.83,0,0,low_income,1,0.0731
154769.65,650.0,1151,Combine,223892.7,35034.65,61,ND,0.8647,0,0,,1,0.066
162585.96,666.0,1151,Combine,265189.12,34272.04,46,MO,0.8856,0,0,,1,0.0452
59777.37,614.0,1113,Harvester,184879.37,54398.38,64,IA,0.7727,0,0,low_income;low_credit,1,0.1579
184934.37,735.0,4238,Combine,218634.04,26389.38,54,IA,0.8923,0,0,,1,0.0341
116160.61,689.0,1112,Combine,43601.5,9070.25,58,NE,0.8278,0,0,,0,0.0293
122949.68,766.0,1152,Harvester,124976.99,13899.57,61,NE,0.8999,0,0,,1,0.0388
113396.74,648.0,1121,Sprayer,237674.96,94605.33,57,NE,0.7153,0,0,,0,0.0398
117349.6,600.0,1121,Sprayer,261757.98,63607.99,63,MO,0.8045,0,0,low_credit,1,0.1199
89603.14,722.0,1121,Skid Steer,141775.01,13278.71,65,IA,0.9144,0,0,low_down_payment,1,0.0481
137038.21,707.0,1113,Baler,247006.41,45258.58,64,IA,0.8451,0,0,,0,0.0336
139305.42,649.0,1111,Combine,260034.13,28732.47,65,IL,0.9005,0,0,low_down_payment,1,0.0854
93003.68,657.0,3331,Harvester,177373.01,37408.87,54,MO,0.8258,0,0,,1,0.048
41391.91,720.0,1111,Planter,92076.17,26202.75,53,ND,0.7785,0,0,low_income,1,0.0815
126582.82,551.0,3331,Tractor,74176.39,20480.99,84,SD,0.7836,0,0,low_credit;long_term,1,0.1978
129476.93,673.0,1151,Combine,255553.67,39810.67,62,SD,0.8652,0,0,,1,0.0467
101195.32,749.0,1112,Planter,240101.05,94319.38,58,MO,0.718,0,0,,1,0.0195
30000.0,737.0,1112,Baler,236238.2,36272.21,40,SD,0.8669,0,0,low_income,1,0.1123
70920.84,554.0,1112,Skid Steer,231909.74,19780.75,36,KS,0.9214,0,0,low_down_payment;low_credit,0,0.2262
81852.49,698.0,1119,Loader,239218.02,79690.84,59,IN,0.7501,0,0,,1,0.0277
167278.32,676.0,1121,Planter,42017.9,9868.18,71,SD,0.8098,0,0,,1,0.042
170551.0,642.0,1119,Skid Steer,128613.55,26773.73,57,IN,0.8277,0,0,,1,0.0636
94842.46,621.0,1111,Harvester,246814.33,33898.28,65,WI,0.8792,0,0,low_credit,1,0.1153
157159.34,663.0,4238,Tractor,211965.09,35003.62,67,ND,0.8583,0,0,,1,0.057
136061.09,642.0,1112,Sprayer,180372.3,57951.0,49,ND,0.7568,0,0,,1,0.0451
117958.87,664.0,1119,Tractor,117637.27,32002.64,62,WI,0.7861,0,0,,1,0.0413
108573.17,697.0,1151,Combine,56376.67,21506.55,51,IA,0.7239,1,0,prior_default,0,0.0602
101005.18,631.0,1151,Loader,105649.35,36765.66,76,SD,0.7418,0,0,low_credit;long_term,1,0.0856
195441.35,744.0,3331,Skid Steer,75486.93,6013.5,53,IN,0.9262,0,0,low_down_payment,1,0.0419
54775.14,706.0,1111,Tractor,300782.83,46816.26,53,IA,0.8653,0,0,low_income,0,0.0794
105709.37,716.0,1119,Combine,315669.98,29905.72,64,IL,0.9135,0,0,low_down_payment,1,0.0468
196978.06,614.0,1111,Baler,185269.16,45238.52,60,NE,0.8037,0,0,low_credit,1,0.098
89243.85,648.0,1121,Combine,119952.2,24670.9,38,IL,0.8294,0,0,,1,0.0457
149308.87,795.0,1151,Tractor,108531.46,20742.43,77,IL,0.8395,0,0,long_term,1,0.0439
91860.35,604.0,1119,Tractor,215619.69,48614.95,59,MO,0.816,1,0,low_credit;prior_default,1,0.1992
30000.0,576.0,1152,Harvester,42578.76,14507.55,60,IL,0.7459,0,0,low_income;low_credit,0,0.2195
90409.77,682.0,1112,Baler,108414.85,47372.8,84,KS,0.6959,0,0,long_term,1,0.034
109515.04,653.0,1152,Sprayer,228808.24,55604.82,63,NE,0.8045,0,0,,1,0.0534
171922.52,643.0,4238,Combine,210241.12,72275.71,54,IN,0.7442,0,0,,1,0.0461
147414.98,760.0,1152,Skid Steer,80774.77,14880.15,47,IL,0.8444,0,0,,1,0.026
114556.49,619.0,4238,Tractor,295546.39,49729.63,49,IL,0.856,0,0,low_credit,0,0.0951
30000.0,629.0,1121,Sprayer,142418.79,39331.67,37,IL,0.7836,0,0,low_income;low_credit,1,0.1694
60496.29,619.0,1113,Planter,185415.21,47481.24,58,MO,0.7961,0,0,low_credit,0,0.1436
67924.88,689.0,3331,Combine,198714.64,27037.0,57,KS,0.8802,0,0,,1,0.06
142175.56,654.0,4238,Tractor,167577.95,45122.17,59,WI,0.7879,0,0,,1,0.0471
203456.71,657.0,1152,Sprayer,299625.23,34772.26,53,NE,0.896,0,0,,1,0.0588
151735.6,757.0,1152,Planter,256475.92,56843.9,57,IA,0.8186,0,0,,1,0.0276
168021.26,695.0,1119,Combine,182197.28,36043.02,77,KS,0.8348,0,0,long_term,1,0.0432
71736.7,733.0,1112,Combine,182161.65,45557.28,80,IL,0.7999,0,0,long_term,1,0.0623
84462.34,670.0,1151,Combine,66923.07,19372.96,58,NE,0.7755,0,0,,1,0.0393
133599.12,723.0,1119,Baler,288441.6,16792.68,55,MO,0.945,0,0,low_down_payment,1,0.0458
94177.55,713.0,1119,Skid Steer,258032.24,53767.97,55,IL,0.8276,0,0,,1,0.0276
96087.92,528.0,1152,Harvester,274468.1,56421.62,56,NE,0.8295,0,0,low_credit,1,0.2055
207618.73,698.0,4238,Combine,214114.96,46333.35,44,IA,0.8221,0,0,,1,0.023
141513.69,720.0,1112,Sprayer,273827.79,46120.68,73,IN,0.8558,0,0,long_term,1,0.0439
159107.02,652.0,1112,Baler,128954.72,28448.59,54,WI,0.8193,0,0,,1,0.0508
109091.67,644.0,1152,Baler,123484.57,46650.52,74,KS,0.7258,0,0,long_term,0,0.0604
122427.42,667.0,4238,Tractor,96756.98,55175.98,71,MO,0.6368,0,0,,1,0.0266
117645.42,677.0,1119,Skid Steer,271000.9,58749.83,56,MN,0.8218,0,0,,1,0.0346
105364.4,601.0,1152,Sprayer,73168.49,19989.31,44,MO,0.7854,0,0,low_credit,0,0.093
