loan_amount,equipment_age,down_payment_percent,ltv,borrower_income,credit_score,trade_in_present,equipment_type,borrower_state,naics_code,risk_flag_count,missing_serial_indicator,equipment_age_variance,approval,risk_score,optimal_down_payment_percent,optimal_term_months
268904.36,15.0,0.3240674281711562,0.8408483428065486,151750.4,630.3646219540553,0.0,Sprayer,OH,1119,2.0,0.0,0.6666666666666666,1,49.67421174516525,0.4747190046808257,81
58478.31,6.0,0.1912085573888846,0.7485700685441826,90504.58,752.9335441980091,0.0,Harvester,WI,1112,0.0,0.0,0.0,1,28.29782785886149,0.3846129016711616,62
197202.32,12.5,0.08568072159691585,0.8393698252564656,143142.61,668.7767037984615,1.0,Sprayer,SD,1112,4.0,1.0,20.25,0,55.689906207163766,0.19430090918258833,73
135974.84,11.666666666666666,0.17702792643103707,0.7798035014274927,230248.43,806.6238292231176,0.0,Harvester,OH,1152,1.0,0.0,16.88888888888889,1,27.706618151909375,0.37161469012721837,87
139441.54,8.0,0.28478602610993525,0.5861465724395633,40000.0,648.4748337515108,1.0,Loader,NE,4238,3.0,0.0,32.666666666666664,0,57.44289922245933,0.38990022766501653,74
127857.85,16.5,0.31414979556838296,0.8626430446157894,182961.64,756.1079826634632,0.0,Sprayer,IA,1113,1.0,0.0,0.25,1,33.08553524267802,0.4979787250830269,77
205515.22,12.666666666666666,0.22409892208181564,0.9103745671410741,130700.57,675.4610966503881,0.0,Loader,OK,4238,2.0,0.0,0.2222222222222222,0,42.270296238913296,0.38955832960398906,77
73561.27,14.0,0.2685858785214943,0.4848856398568088,89014.24,739.7952422905616,0.0,Tractor,IL,1112,2.0,1.0,0.0,0,34.638319706947584,0.4493092391075991,76
65839.63,11.0,0.20763388579995723,0.8576200922471978,162958.08,671.1019398079791,0.0,Sprayer,WI,1152,2.0,1.0,0.0,0,40.78226590805034,0.37606935398385655,68
192111.66,9.0,0.058669500528639174,0.6437983084733407,77062.88,665.250934360395,1.0,Harvester,IA,1112,2.0,0.0,64.0,0,47.859436852311376,0.18295062682401644,71
188714.81,7.0,0.13602254957930218,0.88420395690062,202243.66,710.003398268863,1.0,Loader,WI,1113,2.0,0.0,32.666666666666664,1,44.62102835346015,0.2667804928723819,78
96596.27,16.0,0.18474676792584643,0.619289192835729,182124.06,622.1235605153428,1.0,Tillage,OH,1111,3.0,0.0,0.0,1,50.28823988941496,0.3041702881470165,77
100620.58,5.666666666666667,0.21518382385172116,0.7894595477106242,251354.69,683.3120775309402,0.0,Tillage,IN,1119,0.0,0.0,10.888888888888888,1,23.74236963733232,0.4176990845770565,57
242616.77,15.5,0.20304390268690353,0.8330752254179594,112658.35,776.5004772386832,1.0,Harvester,NE,1119,2.0,0.0,2.25,1,47.27130912631614,0.3285012844342713,77
62476.46,10.0,0.22692113599794578,0.7525536490674712,113709.08,614.34721656225,0.0,Sprayer,IA,1112,1.0,0.0,0.0,1,28.3257120730688,0.42026971185180817,65
227960.24,13.666666666666666,0.16320848630138013,0.7684862841363224,71999.79,729.2853580731404,0.0,Sprayer,SD,1111,1.0,0.0,1.5555555555555556,1,25.06911858884879,0.3630702491236825,85
158970.14,8.333333333333334,0.2611009988750649,0.9980497770350737,139995.0,651.0799412895387,1.0,Combine,IN,1112,2.0,0.0,32.888888888888886,0,45.01437116582282,0.39107225654341926,66
150221.84,5.5,0.1607199458438311,0.765556981969403,136465.59,694.0271665756846,0.0,Combine,IL,1113,0.0,0.0,12.25,1,21.06009888467625,0.3685997480744786,76
148635.6,12.0,0.19370620183142598,0.8063981637624179,177414.64,691.1020509976471,0.0,Sprayer,OK,1113,1.0,0.0,0.0,1,38.79825769004532,0.36610968645133535,54
144013.44,17.0,0.2942121906356603,0.9970244252044511,40000.0,712.5622387984666,0.0,Combine,IN,1119,3.0,0.0,0.0,0,60.017045272229026,0.4241781000912022,71
215992.41,7.5,0.19860425271045554,0.8132652268108146,100921.03,682.6912257457681,0.0,Tillage,IA,1111,0.0,0.0,56.25,1,29.486440248565437,0.38963137221332467,78
70238.14,14.0,0.11069369114624944,0.9190471633750574,93894.85,664.9250918903938,1.0,Harvester,SD,1119,5.0,1.0,0.0,0,72.62625926010531,0.1854411726260388,72
149580.53,10.333333333333334,0.1907694994031923,0.7565115657113038,169271.45,696.4476132417798,0.0,Combine,OH,1152,1.0,0.0,53.55555555555555,1,30.432835300759745,0.37990382880167284,76
191238.56,4.333333333333333,0.18160312153118574,1.1956643848061945,124815.01,710.1010959953559,0.0,Sprayer,MN,1119,1.0,0.0,9.555555555555555,1,44.48965774498063,0.34262380604122444,83
145119.7,1.0,0.22029248139448912,0.8825173399357527,140098.23,583.4668187012021,0.0,Loader,IN,3331,1.0,0.0,0.0,0,39.69486855786541,0.3909027442787583,67
236370.05,2.0,0.2179092599645218,1.348606199825375,154279.78,705.9733140212818,0.0,Loader,SD,1112,1.0,0.0,8.0,1,57.73620594106567,0.35243684808239045,73
189347.83,4.5,0.11242158802179626,0.950781359857269,162574.94,628.8375660102439,1.0,Sprayer,KS,4238,4.0,0.0,12.25,0,65.75678057199953,0.2009080268777972,79
278693.82,14.0,0.1450633961314763,1.0568931119841505,56382.92,636.9185780772195,0.0,Sprayer,KS,1151,5.0,0.0,0.0,0,84.9763888284449,0.22511061847458655,82
317009.34,12.5,0.2999324980186814,0.9820031032547956,122067.9,720.2644689017073,1.0,Tractor,WI,1152,4.0,1.0,0.25,0,57.24843001485486,0.40543563798897164,85
97514.38,9.0,0.13488430711748373,0.9396503203332546,94168.16,705.6571835914119,0.0,Tillage,NE,1111,3.0,1.0,0.0,0,49.997412815135654,0.2848894814872124,82
225553.99,11.5,0.31879892490303674,0.7405410407958952,132654.04,721.7985204275487,1.0,Sprayer,IA,1113,2.0,0.0,6.25,1,36.604326657610464,0.46559027158781574,90
207588.54,15.0,0.3183694279210031,0.8625293573426547,206895.8,771.3081005242126,1.0,Sprayer,IL,1112,2.0,0.0,1.0,1,34.039922307153006,0.470289583306697,78
99919.42,13.5,0.2388198104073932,0.8741570075643434,131585.75,709.5775074138495,0.0,Harvester,KS,1112,1.0,0.0,6.25,1,25.040441916935425,0.4387389265735223,62
253786.93,5.0,0.32483625671588434,0.8317668746041014,158505.1,719.8389624783163,0.0,Combine,OH,4238,0.0,0.0,0.0,1,22.826734492413962,0.5,73
83261.56,12.5,0.24517861216975745,0.9816804532392356,164489.27,707.1636533243394,0.0,Tractor,WI,1152,2.0,0.0,2.25,1,42.458260536592846,0.41026209109657175,68
102280.5,8.0,0.16952579382218444,0.8652009770584078,40000.0,707.9459953504603,0.0,Tillage,IN,4238,1.0,0.0,0.0,1,50.22809030652974,0.31906961320912497,90
69416.96,10.666666666666666,0.07577158857736398,0.8490203023392932,47801.98,719.0101520030843,1.0,Loader,NE,1152,4.0,0.0,0.2222222222222222,0,60.5702717304723,0.1746310451164194,76
61570.29,8.0,0.07034359031636635,0.9340918858285221,142678.38,621.3149700875001,0.0,Harvester,KS,1112,3.0,0.0,28.666666666666668,0,58.02009820512172,0.2043033939061229,77
91012.31,13.5,0.2340019010582024,0.8684825819868582,94399.29,623.4983282425475,1.0,Tractor,SD,4238,3.0,0.0,12.25,0,50.32934893890615,0.35334320318039003,87
224963.18,13.0,0.21308933996687485,0.9705971255297537,77054.97,703.5769661022169,1.0,Sprayer,MN,1112,4.0,1.0,0.0,0,66.0763092852889,0.300936721396297,72
200041.52,15.0,0.29038289517032057,0.9318077814973998,128388.01,770.2031449987711,0.0,Tillage,WI,1121,2.0,0.0,0.0,1,44.37382441096437,0.4516352463483918,85
320471.79,8.0,0.2918221437027986,1.0929589735386525,96146.59,720.528834603924,0.0,Loader,KS,1119,1.0,0.0,4.0,1,44.57605160578974,0.45267004049121906,78
290205.01,7.333333333333333,0.172946788211252,1.013486199971658,104456.79,699.9478624528609,0.0,Sprayer,OK,1119,2.0,1.0,40.22222222222222,0,54.88523419788664,0.3131763198154788,64
259514.52,8.0,0.16808247624476247,0.9870442380466331,186751.07,724.9713836046262,0.0,Tractor,KS,1113,1.0,0.0,0.0,1,36.54031834249843,0.3450018395597656,78
116310.76,6.5,0.2543165100630599,0.5491645649423335,77864.66,674.946926702355,1.0,Harvester,WI,1151,1.0,0.0,42.25,1,32.31206472815884,0.4096923806067422,83
225928.12,7.333333333333333,0.0793443342376362,0.9829346528746078,136570.69,750.0370990657609,0.0,Sprayer,IL,1112,2.0,0.0,11.555555555555557,1,46.90286572219957,0.23553860279323707,72
151958.01,0.0,0.19991625200032223,0.8797170391955447,63669.94,695.8567407031475,1.0,Harvester,SD,4238,1.0,0.0,0.0,1,45.09285800759673,0.3297305359851288,77
68334.93,8.0,0.22877389027070943,0.9542918700872779,229365.68,667.6471740988461,0.0,Harvester,IN,1151,1.0,0.0,0.0,1,43.001803414978916,0.3927702834407516,66
161357.02,9.0,0.13042666530400138,0.9622195427603341,99121.2,669.004415830092,0.0,Combine,MN,1113,2.0,0.0,32.666666666666664,0,48.54095586026105,0.28334475358347927,78
121599.58,9.0,0.22959315700188979,0.6776850827627019,180224.65,640.0565662218968,0.0,Loader,IL,1152,1.0,0.0,0.0,1,29.9901229203862,0.41961291116111743,65
133990.09,5.5,0.23599230223670797,1.0247373505897808,212929.96,727.0885940615559,1.0,Harvester,OH,3331,2.0,0.0,6.25,1,43.87444823643164,0.36824340576384473,57
82253.54,11.0,0.20050840790853097,0.9371338807838958,126872.61,762.0736225457334,0.0,Harvester,OK,1113,2.0,0.0,24.666666666666668,1,40.42952298078276,0.36964936194696546,87
207638.16,17.0,0.10673553497975018,1.001199249890347,52438.44,686.5195489095767,1.0,Planter,OH,3331,6.0,1.0,0.0,0,88.05473041399138,0.15062607415176743,89
201258.39,4.0,0.22523464336132965,0.6906398705164873,97530.85,600.9510498935009,1.0,Loader,ND,1111,2.0,0.0,0.0,0,45.817354223931844,0.353599934913466,80
86744.68,0.0,0.3022967684675249,1.1158664019231503,155630.54,596.7242621215837,0.0,Planter,OH,1151,2.0,0.0,0.0,0,54.221573929734866,0.44385362060805517,86
96851.18,12.0,0.13680069173280052,0.5086171101751463,148727.13,603.0123080300332,1.0,Tillage,OK,1152,4.0,0.0,14.0,0,61.956373220665135,0.23288794529147025,74
113498.87,5.0,0.13447800116935138,0.772660986458316,90350.0,689.3825235752355,0.0,Sprayer,WI,1152,2.0,1.0,9.0,0,33.75177130317608,0.3169744585629992,82
254160.25,10.0,0.09046135455947021,0.9863587732284946,115820.26,693.7100011337324,1.0,Harvester,NE,1151,4.0,1.0,16.0,0,65.88973963287383,0.17868187529372256,69
98394.92,14.0,0.07341205591008067,0.9240320754005706,112229.62,718.3796830726516,1.0,Combine,IA,1111,4.0,0.0,0.0,0,63.25266948133689,0.1669067169474069,66
72997.19,11.0,0.03789984088484802,0.5963337955263548,158023.7,737.6193968213026,0.0,Planter,SD,1113,3.0,1.0,0.0,0,44.87322130181261,0.1981533982812228,71
324057.13,12.333333333333334,0.3141921520627366,1.1538806937103963,96778.34,637.5424278349202,0.0,Planter,IN,1151,4.0,1.0,14.888888888888888,0,72.52593062260688,0.4191402908175228,80
147033.61,3.5,0.25309324241848963,0.6290591481243855,176127.39,672.9001330360085,0.0,Tractor,SD,1119,1.0,1.0,0.25,1,26.576344927674842,0.4499405525631399,74
52246.8,5.666666666666667,0.20518008995842302,0.6931072689376265,176979.29,653.0390689288624,1.0,Tractor,KS,1112,2.0,1.0,13.555555555555557,1,43.31835510276524,0.3385433797528925,70
42100.88,10.333333333333334,0.338371725067648,0.6987331196286803,234454.15,716.3054385401598,0.0,Planter,MN,1111,2.0,1.0,20.222222222222225,1,35.69876020715225,0.5,66
286197.19,10.0,0.2289277494792027,0.9171171028254562,131314.28,691.018512840033,0.0,Combine,NE,1152,1.0,0.0,25.0,1,28.29592128264292,0.42233590691391687,68
61819.91,0.0,0.0980121478620973,0.7095286911230887,72356.68,778.340953800907,0.0,Tractor,IA,3331,1.0,0.0,0.0,1,31.772913132426734,0.28446632159724383,68
73615.78,15.0,0.12103161853458651,0.5002088835616051,97214.56,785.8992027010361,0.0,Harvester,IL,1113,2.0,0.0,0.0,1,34.71054054049985,0.3016105374535868,58
134991.41,11.0,0.4460764955416875,1.0062431509020686,98510.66,693.9047093483722,0.0,Tillage,WI,1151,3.0,1.0,4.0,0,50.49956019721096,0.5,61
206449.36,13.0,0.29541223841205877,0.8456828096490713,157045.19,790.1355386705741,1.0,Tractor,MO,4238,2.0,0.0,0.0,1,33.64464563858432,0.4481229471348901,88
138077.55,6.0,0.1364745390603403,0.7499751354038706,118532.83,690.0148557248499,1.0,Tillage,WI,1111,2.0,0.0,36.0,1,39.554370495778784,0.2773657980687827,75
265914.95,14.0,0.07645824438419813,0.8431861229488243,40000.0,630.3151346439182,0.0,Tractor,ND,1119,4.0,0.0,0.0,0,68.23167915699314,0.18999488607021184,79
296598.38,9.0,0.03025341463220846,0.9234987495677509,144801.34,658.2353611954392,1.0,Planter,WI,1111,3.0,0.0,25.0,1,59.936872053875895,0.13037967052445668,63
230395.48,16.5,0.0,0.7315679371831697,92992.33,668.2396045230699,0.0,Sprayer,SD,1152,2.0,0.0,0.25,0,42.99924498307638,0.16400151003384725,71
265994.33,9.666666666666666,0.36216593269585773,0.943472896705091,142241.24,669.3083342919094,0.0,Tillage,IN,1121,1.0,0.0,9.555555555555555,0,41.49076308893481,0.5,80
169747.54,3.6666666666666665,0.281152823878324,1.0263935237056372,131873.18,645.2029681676225,0.0,Tillage,IL,1112,2.0,0.0,8.222222222222221,0,47.7148918179662,0.4357230402423916,73
77906.91,4.0,0.2844256259297214,0.8697481825815648,67250.14,639.9183813843204,1.0,Harvester,IL,1111,2.0,0.0,0.0,1,48.46788474112317,0.40748985644747504,68
141279.27,5.0,0.16765718206310404,1.2077138674970298,140826.58,622.2429027853689,0.0,Harvester,OH,1151,2.0,0.0,0.0,1,57.48740082061468,0.3026823804218747,73
188506.32,8.5,0.15663606539742056,0.7746318696448522,70950.01,680.6747106364755,0.0,Planter,SD,1119,1.0,1.0,20.25,0,42.76189788172492,0.32111226963397077,71
62804.36,5.0,0.2574300634480769,0.7073030044344637,40000.0,638.8354422001472,0.0,Sprayer,WI,1119,2.0,0.0,0.0,0,51.63617271722777,0.4041577180136213,81
52033.86,8.333333333333334,0.13092283735652066,0.7020363885885126,45248.49,682.400327017534,0.0,Tractor,OK,1151,2.0,0.0,2.8888888888888893,0,52.44606470731832,0.276030707941884,66
282274.33,11.0,0.17510376439271472,0.898037446716893,180386.34,730.6774025031992,0.0,Harvester,OK,1152,1.0,0.0,14.0,1,34.73781632628247,0.3556281317401498,80
174788.75,9.0,0.17234486497746815,0.9429431064850232,105797.05,778.9927962579061,1.0,Harvester,NE,1113,2.0,0.0,49.0,1,55.10011552025412,0.2821446339369599,83
225843.49,7.0,0.020728141482334816,1.1254171681754257,101468.86,642.3147109022116,0.0,Tillage,MO,1119,3.0,0.0,4.0,0,74.75221227678936,0.12122371692875608,78
52303.86,2.0,0.13988356373591773,0.8068853737436316,79638.26,683.003131502707,0.0,Loader,NE,4238,1.0,0.0,0.0,0,32.838693187979146,0.3242061773599595,63
84346.94,2.0,0.15687216016420905,1.1574538068551383,187424.2,632.5686617016145,0.0,Loader,MN,1152,2.0,0.0,1.0,0,58.63638551370425,0.28959938913680056,84
248218.34,9.666666666666666,0.15713078186450485,1.094353187966456,170386.24,598.2747182429358,0.0,Loader,NE,1151,2.0,0.0,46.888888888888886,0,51.46215343703109,0.3042064749904427,69
358514.16,6.5,0.24097612173933203,1.169649694388965,168595.45,713.9205823735971,1.0,Loader,MN,3331,2.0,0.0,12.25,1,53.131608360165515,0.354712905019001,86
72677.55,3.6666666666666665,0.22352661971832097,0.9623804160310635,103721.34,711.8722880775143,0.0,Planter,WI,4238,1.0,0.0,1.5555555555555554,1,40.939683456064884,0.3916472528061912,78
87365.19,15.0,0.0,0.6881562548732699,130435.01,580.6105027887647,0.0,Tillage,IA,1111,3.0,0.0,0.0,0,49.09124921740554,0.15181750156518892,74
168175.58,0.0,0.30047061671277897,0.9405779603696764,172035.48,682.5687833001355,0.0,Harvester,ND,1119,1.0,0.0,0.0,1,33.33128485357135,0.4838080470056363,80
83417.41,1.0,0.2662062619771959,1.0299312173720832,156425.19,719.5641405506669,0.0,Tillage,IL,1121,1.0,0.0,0.0,1,44.96168600005501,0.42628288997708585,68
213360.25,8.666666666666666,0.28057514298577746,0.8978047861773599,236947.4,607.0885340121674,1.0,Tractor,IL,4238,2.0,0.0,10.888888888888888,1,43.64657199689861,0.41328199899198026,76
142855.83,16.0,0.20592922645611875,0.8150741394681149,98615.14,663.2904306534173,0.0,Planter,IN,1151,1.0,0.0,0.0,1,37.4845262940849,0.380960173867949,80
263722.21,11.5,0.21737354015675592,0.8393979362076512,58845.11,633.6655716102625,0.0,Tillage,IL,4238,3.0,0.0,6.25,0,56.97411349816524,0.3534253131604254,65
255493.74,9.0,0.28666333791888526,1.0233111146179026,75380.12,769.8373054515293,1.0,Tractor,OK,1112,2.0,0.0,34.666666666666664,1,51.13353832213796,0.40439626127460937,87
121483.5,6.0,0.1412559728709471,0.9518385769536856,147748.98,710.6651663686796,1.0,Harvester,SD,1111,3.0,0.0,1.0,0,54.402577289700886,0.25245081829154536,76
206235.5,7.0,0.1174356039968089,0.675710793915502,105466.16,726.4213926571166,0.0,Combine,IN,1112,1.0,0.0,0.0,1,29.061937019330248,0.30931172995814843,66
103676.03,3.5,0.10549821336550332,0.9225325957474013,137299.0,830.0,1.0,Harvester,WI,1113,4.0,1.0,12.25,1,65.2687681279728,0.1949606771095577,68
67953.11,13.0,0.3491582795662461,0.871418017309503,45283.62,718.5001685531475,0.0,Tillage,SD,3331,2.0,0.0,0.0,0,43.69362138186466,0.5,66
209449.42,4.0,0.26123573547518675,0.9471513571675231,178067.36,712.8858931556042,0.0,Harvester,IL,1119,1.0,0.0,2.6666666666666665,1,35.130294545151806,0.4409751463848831,64
143625.08,13.0,0.11104548029734893,0.9644264596142961,98543.86,752.3019268358659,0.0,Loader,WI,1111,3.0,0.0,0.0,0,53.72412743559017,0.2535972254261686,92
343409.48,7.666666666666667,0.29949539129187497,1.1174755567456844,146959.64,708.0972983296009,1.0,Tractor,OH,1152,3.0,1.0,28.222222222222225,0,64.39774919615532,0.3906998928995643,76
135883.94,2.0,0.13994272370357874,0.8950517939339003,51448.27,782.4999140615453,0.0,Planter,OH,1152,2.0,0.0,0.0,1,55.27136169969253,0.27940000030419365,74
79686.8,10.666666666666666,0.18469784984524237,0.5147505306109131,59008.14,687.8684384775316,0.0,Planter,MO,1151,2.0,0.0,40.22222222222222,0,42.77841224327848,0.3491410253586854,67
90314.11,9.0,0.18236345215041913,0.7003866430160754,40000.0,648.0914047929358,0.0,Tillage,IA,1119,2.0,0.0,0.0,0,44.07231528371718,0.3442188215829848,64
319329.71,4.0,0.0523692298049776,1.1967368508905558,142121.93,719.6462233454772,1.0,Loader,NE,1111,4.0,1.0,16.0,0,71.12697891399716,0.13011527197698328,80
87546.04,14.333333333333334,0.042614262735022196,0.7832388916410316,164704.93,649.9262100603394,0.0,Tractor,MO,1113,3.0,0.0,5.5555555555555545,0,54.03980115108733,0.18453466043284755,71
296783.67,6.666666666666667,0.14498066271193638,0.9232758437430563,40621.05,749.7085171635732,1.0,Planter,OK,1113,5.0,1.0,53.55555555555554,0,78.01947012794845,0.20894172245603945,69
288247.22,6.0,0.14835111537999413,0.9093331818384974,266837.71,698.5703788302114,0.0,Loader,ND,1119,2.0,0.0,0.0,1,40.16198351586741,0.3180271483482593,75
118520.72,13.0,0.18553687229062546,0.7815391502479009,188060.81,789.0544830378806,1.0,Tractor,IN,1152,3.0,1.0,0.0,1,42.57600483401716,0.32038486262259114,61
185919.91,8.0,0.16742957192400043,0.8230078950888656,169608.78,757.383880030492,1.0,Sprayer,IN,1121,1.0,0.0,0.0,1,37.34022588514,0.31274912015372036,66
184306.09,7.666666666666667,0.06123364681595117,0.8306719505831338,40000.0,830.0,1.0,Tillage,SD,1152,3.0,0.0,17.555555555555557,1,55.306886679783666,0.17061987345638382,81
274698.91,8.5,0.2681832407708515,1.0162813063614,99297.59,708.1669021697651,1.0,Combine,NE,1152,3.0,1.0,2.25,0,53.78243990217397,0.3806183609665035,82
97480.11,17.0,0.19044610273081633,0.6417834231826232,130286.08,753.566307062413,0.0,Tractor,NE,1151,2.0,1.0,0.0,1,39.27473219893724,0.3618966383329419,80
80821.15,9.333333333333334,0.19082905233688804,0.6615156965035816,180523.66,656.8821855648204,0.0,Sprayer,OH,1113,0.0,0.0,28.222222222222225,1,22.18669255548652,0.396455667225915,66
295432.7,11.0,0.11996431441499207,1.1451803822151048,194971.95,718.8789622474137,0.0,Loader,NE,1121,3.0,0.0,1.0,0,60.009242301329074,0.24994582981233393,81
87613.97,1.5,0.1268896606631708,0.9062569560908679,140818.46,769.8648472621624,1.0,Tractor,OK,1111,3.0,0.0,2.25,1,58.78786080829899,0.22931393904657285,84
65913.51,7.333333333333333,0.2216444000880664,0.7053898050746125,130323.61,742.8229980360844,0.0,Planter,SD,1151,0.0,0.0,29.555555555555554,1,23.634889958508953,0.4243746201710485,73
175007.94,3.0,0.05027432740299512,0.7176199951274108,131559.23,688.1518108024122,1.0,Planter,SD,1151,2.0,0.0,0.0,0,45.0563805285082,0.1801615663459787,81
162784.29,3.5,0.22586318399260188,0.8122257060378827,40000.0,705.5153744054334,0.0,Loader,IN,1111,1.0,0.0,2.25,0,38.050747247095934,0.39976168949841007,74
70900.06,14.0,0.24491174534173984,0.7505646138000769,115740.57,699.1546864171526,0.0,Combine,NE,1151,1.0,0.0,9.0,1,19.605968746697904,0.4556998078483441,61
112271.01,12.333333333333334,0.21303161650938007,1.0050407100931136,151890.9,689.5162920782935,1.0,Loader,IN,1119,3.0,0.0,3.555555555555556,0,59.41495025524659,0.3142017159988869,71
54077.3,7.333333333333333,0.15504994871806185,0.4766732330203699,117808.17,647.0371629244472,0.0,Combine,KS,3331,1.0,0.0,26.888888888888886,1,32.17396447049075,0.34070201977708037,68
137543.79,4.0,0.12953370342149148,0.7945876719485729,101578.95,754.8147967675083,0.0,Tillage,MO,3331,1.0,0.0,18.0,1,30.2553846487732,0.3190229341239451,75
65878.31,12.0,0.03660665160406398,0.7738727603485377,40000.0,623.615094619085,1.0,Tillage,IN,1152,5.0,0.0,9.0,0,75.59440925903893,0.10541783308598615,73
96305.03,12.333333333333334,0.20775971178514194,0.6312361210681982,229263.45,642.2263625256744,1.0,Tillage,IA,1151,3.0,0.0,14.222222222222221,1,44.66850602393089,0.3384226997372801,84
109131.82,7.0,0.18267533159660046,0.8768882602796222,96934.53,754.8981156701674,0.0,Combine,KS,3331,0.0,0.0,20.666666666666668,1,28.97390165830116,0.37472752827999817,83
211110.34,8.5,0.1337045813293816,0.8580165880538037,181082.41,744.6636531912858,1.0,Planter,IL,4238,3.0,1.0,12.25,1,44.54602200431482,0.26461253732075196,71
173338.61,9.0,0.22299029231947204,0.9172848249982746,184755.62,653.9622884583912,0.0,Planter,OK,4238,1.0,0.0,0.0,1,40.50341529243394,0.39198346173460413,69
89001.3,10.5,0.2603915415185266,1.183759547107595,41650.28,677.2198018342776,0.0,Tractor,OH,1151,3.0,0.0,2.25,0,71.87990555481308,0.36663173040890046,82
337678.6,9.5,0.34072162000672557,1.1405883369893326,136479.56,797.9103115113236,1.0,Tillage,IN,3331,2.0,0.0,20.25,1,48.989015376773295,0.46274358925317893,62
204526.18,3.0,0.39210124828052706,0.6660917728976191,234373.33,779.7984772006581,1.0,Tillage,MN,1121,2.0,1.0,0.0,1,36.56720575775743,0.5,86
154775.28,15.0,0.29096057358861294,0.5130501088169666,113782.43,663.335978027377,0.0,Harvester,NE,1113,2.0,1.0,0.0,0,29.051551305224184,0.48285747097816456,73
66936.69,11.0,0.22771185434721825,0.5446705213901822,40000.0,691.7451059194547,0.0,Tillage,SD,1113,2.0,0.0,0.0,1,48.73813685217202,0.3802355806428742,59
290758.56,9.0,0.0,1.048469675434282,113550.22,712.5803399282063,0.0,Loader,ND,1111,2.0,0.0,0.0,0,58.1512468081073,0.1336975063837854,79
261353.27,7.0,0.23146678091066172,1.1184526538129052,222926.09,699.7476579897461,0.0,Loader,OK,1121,2.0,1.0,16.0,1,44.632896585110515,0.3922009877404407,71
132820.8,4.5,0.17302724802945912,0.5101429646184472,160210.26,636.660978268671,1.0,Loader,MO,3331,3.0,1.0,6.25,0,51.23227409677756,0.290562699835904,72
229391.04,9.666666666666666,0.1390925126480465,0.7618532391613404,175157.96,724.5837961485666,0.0,Tractor,ND,1111,1.0,0.0,33.55555555555556,1,24.59976811977488,0.33989297640849675,66
112157.66,5.0,0.1397042510309776,0.8698550017805944,157774.83,735.5441795901494,0.0,Harvester,WI,1121,1.0,0.0,0.0,1,24.213439114397694,0.34127737280218223,61
316546.36,14.333333333333334,0.30498188693888795,1.040569880878569,140281.82,747.8001985433398,1.0,Planter,IN,1121,4.0,1.0,9.555555555555555,0,54.59597303187145,0.415789940875145,84
130429.53,4.5,0.2204632552320129,0.821195334054349,194417.68,658.3739166950072,0.0,Sprayer,OK,4238,0.0,0.0,12.25,1,24.693658305299795,0.42107593862141335,65
95925.61,12.333333333333334,0.22058878250734335,0.9915463537868462,134434.49,712.5405651530781,0.0,Tillage,WI,1121,2.0,0.0,10.888888888888888,0,45.20721652963762,0.3801743494480681,82
228792.07,15.0,0.04113404512653793,0.8176678647411116,141731.67,647.7970043607243,1.0,Planter,IL,1119,4.0,0.0,0.0,0,60.158272012779946,0.14081750110097804,81
126634.44,7.0,0.06590721404977953,0.7436301490801092,123360.99,612.6871946600148,1.0,Sprayer,NE,1152,4.0,1.0,49.0,0,57.97832487145642,0.1699505643068667,62
46717.63,12.0,0.2271693556155478,0.45,40000.0,752.1762813533164,1.0,Harvester,KS,1112,4.0,1.0,0.0,0,60.92305574172771,0.32532324413209235,63
332458.57,9.0,0.2657638060201056,1.0342229168619748,146814.06,818.0209205190347,0.0,Tillage,OK,1119,1.0,0.0,1.0,1,37.27771506889722,0.4412083758823111,84
172148.35,8.0,0.12467649747400984,0.8011968102930641,89516.29,679.4110386762209,0.0,Sprayer,NE,4238,1.0,0.0,24.666666666666668,1,34.303532862288826,0.30606943174943224,81
78896.33,7.333333333333333,0.2251409438848494,0.9180495655086882,143809.84,740.1180924512921,1.0,Tillage,KS,1152,2.0,0.0,37.55555555555556,0,42.44198556160626,0.3602569727616368,83
160024.72,6.666666666666667,0.19353817594218667,1.0557997665960634,158394.0,593.1290827446601,0.0,Combine,NE,1112,2.0,0.0,24.88888888888889,0,49.714097036939066,0.34410998186830855,68
180571.86,4.0,0.1961290867093947,0.9645509211523087,194983.56,696.3349485734035,0.0,Tractor,OK,3331,1.0,0.0,9.0,1,39.7946563396971,0.3665397740300005,73
199079.99,7.0,0.2075753888640734,0.9072424480582134,40000.0,660.1102319983117,0.0,Tractor,NE,1112,2.0,0.0,25.0,0,59.965919182183654,0.33764355049970607,70
224254.95,2.0,0.3617153644012193,0.9480332726861332,162089.41,666.7397159297624,0.0,Harvester,IL,1152,1.0,0.0,0.0,0,39.21215589136985,0.5,73
302844.98,12.5,0.16844512279719284,1.017913114033051,98329.17,637.2847491867605,0.0,Harvester,NE,1112,3.0,0.0,12.25,0,55.56873254665026,0.30730765770389235,68
178591.68,4.0,0.24609619596267737,1.0094367482959006,136092.59,677.1932106136428,1.0,Planter,IL,1152,2.0,0.0,0.0,1,47.23173723004343,0.3716327215025905,74
66107.1,8.0,0.09525842450951218,0.7088588898276088,131572.6,660.0111692232842,1.0,Tillage,IA,1151,3.0,1.0,25.0,0,40.17464976064424,0.23490912498822372,79
